,Random Forest HOO Accuracy,Decision Tree HOO Accuracy,Feature  3,Feature  3,Feature  3
3183,0.6764705882352942,0.8235294117647058,nof_Chirals,nof_NH2,nof_COOH
1522,0.7352941176470589,0.8235294117647058,molLogS,Complexity,nof_RotB
4950,0.7647058823529411,0.8235294117647058,nof_SH,nof_NH2,nof_COOH
3414,0.7352941176470589,0.8235294117647058,nof_HBA,nof_NH2,nof_COOH
294,0.7647058823529411,0.8235294117647058,molWeight,Complexity,nof_posCharge
295,0.8823529411764706,0.8235294117647058,molWeight,Complexity,nof_negCharge
4956,0.7058823529411765,0.8235294117647058,nof_NH2,nof_COOH,nof_OH
4957,0.7941176470588235,0.8235294117647058,nof_NH2,nof_COOH,nof_acetyl
1519,0.6764705882352942,0.8235294117647058,molLogS,Complexity,C_sp3
303,0.7941176470588235,0.8235294117647058,molWeight,Complexity,nof_RotB
4834,0.7352941176470589,0.8235294117647058,posCharge/Volume,nof_NH2,nof_COOH
256,0.8529411764705882,0.8235294117647058,molWeight,molCharge_total,Complexity
4944,0.7647058823529411,0.8235294117647058,nof_SO3H,nof_NH2,nof_COOH
307,0.7647058823529411,0.8235294117647058,molWeight,Complexity,nof_SH
4212,0.6176470588235294,0.7941176470588235,nof_posCharge,C_R0,nof_OH
1239,0.5882352941176471,0.7941176470588235,molLogP,C_R0,nof_acetyl
1412,0.7352941176470589,0.7941176470588235,molLogS,nof_Chirals,Complexity
4008,0.8529411764705882,0.7941176470588235,Complexity,nof_negCharge,a_heavy
4032,0.7647058823529411,0.7941176470588235,Complexity,a_heavy,nof_PO4
286,0.7941176470588235,0.7941176470588235,molWeight,nof_Rings,nof_Fragments
309,0.8529411764705882,0.7941176470588235,molWeight,Complexity,nof_COOH
4034,0.7647058823529411,0.7941176470588235,Complexity,a_heavy,nof_SH
4211,0.6176470588235294,0.7941176470588235,nof_posCharge,C_R0,nof_COOH
4033,0.7647058823529411,0.7941176470588235,Complexity,a_heavy,nof_SO3H
308,0.8235294117647058,0.7941176470588235,molWeight,Complexity,nof_NH2
4870,0.6470588235294118,0.7941176470588235,negCharge/Volume,nof_NH2,nof_COOH
4036,0.8529411764705882,0.7941176470588235,Complexity,a_heavy,nof_COOH
1238,0.7352941176470589,0.7941176470588235,molLogP,C_R0,nof_OH
1236,0.6176470588235294,0.7941176470588235,molLogP,C_R0,nof_NH2
306,0.8235294117647058,0.7941176470588235,molWeight,Complexity,nof_SO3H
305,0.8529411764705882,0.7941176470588235,molWeight,Complexity,nof_PO4
169,0.8235294117647058,0.7941176470588235,molWeight,nof_Atoms,nof_Rings
297,0.7941176470588235,0.7941176470588235,molWeight,Complexity,C_R2
193,0.8529411764705882,0.7941176470588235,molWeight,nof_Chirals,Complexity
3651,0.8235294117647058,0.7941176470588235,molCharge_total,Complexity,a_heavy
298,0.7941176470588235,0.7941176470588235,molWeight,Complexity,C_R1
304,0.7647058823529411,0.7941176470588235,molWeight,Complexity,nof_Fragments
300,0.7352941176470589,0.7941176470588235,molWeight,Complexity,C_sp3
311,0.7058823529411765,0.7941176470588235,molWeight,Complexity,nof_acetyl
1759,0.6176470588235294,0.7941176470588235,molPSA,nof_Chirals,nof_HBA
301,0.7647058823529411,0.7941176470588235,molWeight,Complexity,posCharge/Volume
1320,0.7058823529411765,0.7941176470588235,molLogS,molPSA,C_R0
4025,0.7647058823529411,0.7941176470588235,Complexity,a_heavy,C_R1
3256,0.6470588235294118,0.7941176470588235,nof_HBA,Complexity,posCharge/Volume
710,0.8235294117647058,0.7941176470588235,molVolume,nof_Rings,Complexity
738,0.7647058823529411,0.7941176470588235,molVolume,Complexity,nof_RotB
743,0.7647058823529411,0.7941176470588235,molVolume,Complexity,nof_NH2
742,0.7941176470588235,0.7941176470588235,molVolume,Complexity,nof_SH
741,0.7941176470588235,0.7941176470588235,molVolume,Complexity,nof_SO3H
740,0.7941176470588235,0.7941176470588235,molVolume,Complexity,nof_PO4
261,0.7647058823529411,0.7941176470588235,molWeight,molCharge_total,C_R1
739,0.7058823529411765,0.7941176470588235,molVolume,Complexity,nof_Fragments
1389,0.7058823529411765,0.7941176470588235,molLogS,nof_Atoms,Complexity
3020,0.7647058823529411,0.7941176470588235,nof_Chirals,Complexity,a_heavy
1157,0.6470588235294118,0.7941176470588235,molLogP,nof_posCharge,C_R0
729,0.7352941176470589,0.7941176470588235,molVolume,Complexity,nof_posCharge
736,0.7941176470588235,0.7941176470588235,molVolume,Complexity,posCharge/Volume
735,0.7058823529411765,0.7941176470588235,molVolume,Complexity,C_sp3
4213,0.5,0.7941176470588235,nof_posCharge,C_R0,nof_acetyl
733,0.7647058823529411,0.7941176470588235,molVolume,Complexity,C_R1
730,0.8235294117647058,0.7941176470588235,molVolume,Complexity,nof_negCharge
732,0.7352941176470589,0.7941176470588235,molVolume,Complexity,C_R2
4209,0.6176470588235294,0.7941176470588235,nof_posCharge,C_R0,nof_SH
4027,0.7058823529411765,0.7941176470588235,Complexity,a_heavy,C_sp3
331,0.7352941176470589,0.7941176470588235,molWeight,nof_negCharge,C_R1
744,0.8529411764705882,0.7941176470588235,molVolume,Complexity,nof_COOH
4024,0.7647058823529411,0.7941176470588235,Complexity,a_heavy,C_R2
4037,0.7647058823529411,0.7941176470588235,Complexity,a_heavy,nof_OH
4038,0.6764705882352942,0.7941176470588235,Complexity,a_heavy,nof_acetyl
4029,0.7352941176470589,0.7941176470588235,Complexity,a_heavy,negCharge/Volume
691,0.8235294117647058,0.7941176470588235,molVolume,molCharge_total,Complexity
4461,0.7058823529411765,0.7941176470588235,a_heavy,negCharge/Volume,nof_Fragments
3005,0.7058823529411765,0.7941176470588235,nof_Chirals,nof_Rings,C_R0
1062,0.7058823529411765,0.7941176470588235,molLogP,nof_HBA,C_R0
4028,0.7647058823529411,0.7941176470588235,Complexity,a_heavy,posCharge/Volume
4207,0.6176470588235294,0.7941176470588235,nof_posCharge,C_R0,nof_PO4
671,0.8529411764705882,0.7941176470588235,molVolume,nof_HBD,Complexity
4208,0.6176470588235294,0.7941176470588235,nof_posCharge,C_R0,nof_SO3H
1386,0.5882352941176471,0.7941176470588235,molLogS,nof_Atoms,nof_HBD
746,0.7058823529411765,0.7941176470588235,molVolume,Complexity,nof_acetyl
745,0.7941176470588235,0.7941176470588235,molVolume,Complexity,nof_OH
737,0.7941176470588235,0.7941176470588235,molVolume,Complexity,negCharge/Volume
310,0.7941176470588235,0.7941176470588235,molWeight,Complexity,nof_OH
37,0.6764705882352942,0.7941176470588235,molWeight,molLogP,nof_HBD
1516,0.7352941176470589,0.7941176470588235,molLogS,Complexity,C_R2
3526,0.7352941176470589,0.7941176470588235,nof_HBD,C_R2,C_R0
91,0.7352941176470589,0.7941176470588235,molWeight,molPSA,nof_HBA
68,0.7647058823529411,0.7941176470588235,molWeight,molLogS,Complexity
3446,0.6470588235294118,0.7941176470588235,nof_HBD,nof_Rings,C_R0
1475,0.7647058823529411,0.7941176470588235,molLogS,molCharge_total,Complexity
4737,0.6470588235294118,0.7941176470588235,C_R0,nof_COOH,nof_OH
4738,0.6176470588235294,0.7941176470588235,C_R0,nof_COOH,nof_acetyl
4739,0.6176470588235294,0.7941176470588235,C_R0,nof_OH,nof_acetyl
1520,0.7647058823529411,0.7941176470588235,molLogS,Complexity,posCharge/Volume
4723,0.6470588235294118,0.7941176470588235,C_R0,nof_PO4,nof_OH
1521,0.7352941176470589,0.7941176470588235,molLogS,Complexity,negCharge/Volume
628,0.8235294117647058,0.7941176470588235,molVolume,nof_Chirals,Complexity
4724,0.6470588235294118,0.7941176470588235,C_R0,nof_PO4,nof_acetyl
1523,0.6764705882352942,0.7941176470588235,molLogS,Complexity,nof_Fragments
1524,0.7647058823529411,0.7941176470588235,molLogS,Complexity,nof_PO4
1525,0.8235294117647058,0.7941176470588235,molLogS,Complexity,nof_SO3H
1526,0.8235294117647058,0.7941176470588235,molLogS,Complexity,nof_SH
1527,0.7058823529411765,0.7941176470588235,molLogS,Complexity,nof_NH2
1528,0.7058823529411765,0.7941176470588235,molLogS,Complexity,nof_COOH
2247,0.7647058823529411,0.7941176470588235,molArea,a_heavy,nof_Fragments
1529,0.7647058823529411,0.7941176470588235,molLogS,Complexity,nof_OH
1530,0.6470588235294118,0.7941176470588235,molLogS,Complexity,nof_acetyl
4499,0.8235294117647058,0.7941176470588235,a_heavy,nof_NH2,nof_COOH
95,0.7941176470588235,0.7941176470588235,molWeight,molPSA,Complexity
4725,0.6764705882352942,0.7941176470588235,C_R0,nof_SO3H,nof_SH
3119,0.7058823529411765,0.7941176470588235,nof_Chirals,C_R0,nof_NH2
3485,0.5588235294117647,0.7941176470588235,nof_HBD,nof_posCharge,nof_RotB
605,0.7058823529411765,0.7941176470588235,molVolume,nof_Atoms,Complexity
1517,0.7647058823529411,0.7941176470588235,molLogS,Complexity,C_R1
3596,0.6176470588235294,0.7941176470588235,nof_HBD,nof_RotB,nof_SO3H
4731,0.6764705882352942,0.7941176470588235,C_R0,nof_SH,nof_COOH
1122,0.6176470588235294,0.7941176470588235,molLogP,nof_Rings,C_R0
11,0.7941176470588235,0.7941176470588235,molWeight,molVolume,Complexity
4720,0.6764705882352942,0.7941176470588235,C_R0,nof_PO4,nof_SH
4732,0.6470588235294118,0.7941176470588235,C_R0,nof_SH,nof_OH
8,0.7941176470588235,0.7941176470588235,molWeight,molVolume,nof_HBD
3992,0.7352941176470589,0.7941176470588235,Complexity,nof_posCharge,a_heavy
4727,0.6764705882352942,0.7941176470588235,C_R0,nof_SO3H,nof_COOH
3111,0.6470588235294118,0.7941176470588235,nof_Chirals,C_R0,C_sp3
1235,0.6764705882352942,0.7941176470588235,molLogP,C_R0,nof_SH
4728,0.6470588235294118,0.7941176470588235,C_R0,nof_SO3H,nof_OH
4729,0.6470588235294118,0.7941176470588235,C_R0,nof_SO3H,nof_acetyl
1308,0.7352941176470589,0.7941176470588235,molLogS,molPSA,nof_Atoms
1310,0.7352941176470589,0.7941176470588235,molLogS,molPSA,nof_HBA
4719,0.6764705882352942,0.7941176470588235,C_R0,nof_PO4,nof_SO3H
3597,0.6176470588235294,0.7941176470588235,nof_HBD,nof_RotB,nof_SH
1494,0.7352941176470589,0.7941176470588235,molLogS,nof_Rings,Complexity
3600,0.6470588235294118,0.7941176470588235,nof_HBD,nof_RotB,nof_OH
1455,0.7647058823529411,0.7941176470588235,molLogS,nof_HBD,Complexity
4733,0.6470588235294118,0.7941176470588235,C_R0,nof_SH,nof_acetyl
3599,0.6764705882352942,0.7941176470588235,nof_HBD,nof_RotB,nof_COOH
1234,0.7058823529411765,0.7941176470588235,molLogP,C_R0,nof_SO3H
1513,0.7647058823529411,0.7941176470588235,molLogS,Complexity,nof_posCharge
3601,0.6470588235294118,0.7941176470588235,nof_HBD,nof_RotB,nof_acetyl
3553,0.7352941176470589,0.7941176470588235,nof_HBD,C_R0,posCharge/Volume
4722,0.6764705882352942,0.7941176470588235,C_R0,nof_PO4,nof_COOH
1202,0.7058823529411765,0.7941176470588235,molLogP,C_R2,C_R0
1514,0.7941176470588235,0.7941176470588235,molLogS,Complexity,nof_negCharge
530,0.7647058823529411,0.7941176470588235,molVolume,molPSA,Complexity
3824,0.6176470588235294,0.7647058823529411,nof_Rings,Complexity,C_R1
2222,0.7058823529411765,0.7647058823529411,molArea,nof_posCharge,nof_OH
2223,0.6764705882352942,0.7647058823529411,molArea,nof_posCharge,nof_acetyl
3821,0.7058823529411765,0.7647058823529411,nof_Rings,Complexity,nof_negCharge
2225,0.7647058823529411,0.7647058823529411,molArea,nof_negCharge,C_R2
337,0.7647058823529411,0.7647058823529411,molWeight,nof_negCharge,nof_Fragments
2046,0.7352941176470589,0.7647058823529411,molArea,PSA/Area,C_R1
4843,0.7647058823529411,0.7647058823529411,negCharge/Volume,nof_RotB,nof_SH
3878,0.8235294117647058,0.7647058823529411,nof_Rings,a_heavy,nof_Fragments
2213,0.7058823529411765,0.7647058823529411,molArea,nof_posCharge,posCharge/Volume
2221,0.7058823529411765,0.7647058823529411,molArea,nof_posCharge,nof_COOH
2217,0.7058823529411765,0.7647058823529411,molArea,nof_posCharge,nof_PO4
2215,0.6764705882352942,0.7647058823529411,molArea,nof_posCharge,nof_RotB
2218,0.7058823529411765,0.7647058823529411,molArea,nof_posCharge,nof_SO3H
4623,0.7647058823529411,0.7647058823529411,C_R1,posCharge/Volume,nof_SO3H
315,0.7058823529411765,0.7647058823529411,molWeight,nof_posCharge,C_R1
1515,0.7941176470588235,0.7647058823529411,molLogS,Complexity,a_heavy
4624,0.7647058823529411,0.7647058823529411,C_R1,posCharge/Volume,nof_SH
4626,0.7058823529411765,0.7647058823529411,C_R1,posCharge/Volume,nof_COOH
2219,0.7058823529411765,0.7647058823529411,molArea,nof_posCharge,nof_SH
4627,0.7058823529411765,0.7647058823529411,C_R1,posCharge/Volume,nof_OH
319,0.7352941176470589,0.7647058823529411,molWeight,nof_posCharge,negCharge/Volume
1490,0.6470588235294118,0.7647058823529411,molLogS,molCharge_total,nof_NH2
4628,0.7352941176470589,0.7647058823529411,C_R1,posCharge/Volume,nof_acetyl
321,0.7058823529411765,0.7647058823529411,molWeight,nof_posCharge,nof_Fragments
475,0.7352941176470589,0.7647058823529411,molVolume,molLogP,Complexity
2166,0.7647058823529411,0.7647058823529411,molArea,molCharge_total,nof_NH2
2220,0.6176470588235294,0.7647058823529411,molArea,nof_posCharge,nof_NH2
2263,0.7058823529411765,0.7647058823529411,molArea,C_R2,nof_SO3H
3946,0.7941176470588235,0.7647058823529411,nof_Rings,negCharge/Volume,nof_RotB
2229,0.8235294117647058,0.7647058823529411,molArea,nof_negCharge,posCharge/Volume
4248,0.6470588235294118,0.7647058823529411,nof_posCharge,nof_RotB,nof_NH2
1215,0.7058823529411765,0.7647058823529411,molLogP,C_R1,C_R0
438,0.7941176470588235,0.7647058823529411,molWeight,nof_Fragments,nof_SO3H
429,0.7058823529411765,0.7647058823529411,molWeight,nof_RotB,nof_Fragments
1233,0.6764705882352942,0.7647058823529411,molLogP,C_R0,nof_PO4
437,0.7941176470588235,0.7647058823529411,molWeight,nof_Fragments,nof_PO4
386,0.6764705882352942,0.7647058823529411,molWeight,C_R1,nof_acetyl
385,0.7058823529411765,0.7647058823529411,molWeight,C_R1,nof_OH
384,0.7647058823529411,0.7647058823529411,molWeight,C_R1,nof_COOH
382,0.7352941176470589,0.7647058823529411,molWeight,C_R1,nof_SH
2800,0.7352941176470589,0.7647058823529411,nof_Atoms,nof_negCharge,a_heavy
381,0.7352941176470589,0.7647058823529411,molWeight,C_R1,nof_SO3H
380,0.7352941176470589,0.7647058823529411,molWeight,C_R1,nof_PO4
379,0.7352941176470589,0.7647058823529411,molWeight,C_R1,nof_Fragments
378,0.7647058823529411,0.7647058823529411,molWeight,C_R1,nof_RotB
377,0.7058823529411765,0.7647058823529411,molWeight,C_R1,negCharge/Volume
376,0.7352941176470589,0.7647058823529411,molWeight,C_R1,posCharge/Volume
428,0.7058823529411765,0.7647058823529411,molWeight,negCharge/Volume,nof_acetyl
427,0.7647058823529411,0.7647058823529411,molWeight,negCharge/Volume,nof_OH
2256,0.6764705882352942,0.7647058823529411,molArea,C_R2,C_R0
420,0.7647058823529411,0.7647058823529411,molWeight,negCharge/Volume,nof_RotB
412,0.7647058823529411,0.7647058823529411,molWeight,posCharge/Volume,nof_Fragments
3351,0.7647058823529411,0.7647058823529411,nof_HBA,C_R0,nof_COOH
3882,0.7647058823529411,0.7647058823529411,nof_Rings,a_heavy,nof_NH2
1596,0.7058823529411765,0.7647058823529411,molLogS,C_R1,negCharge/Volume
942,0.6176470588235294,0.7647058823529411,molLogP,molPSA,C_R0
4235,0.7941176470588235,0.7647058823529411,nof_posCharge,negCharge/Volume,nof_RotB
402,0.7058823529411765,0.7647058823529411,molWeight,C_sp3,nof_Fragments
426,0.7941176470588235,0.7647058823529411,molWeight,negCharge/Volume,nof_COOH
421,0.7058823529411765,0.7647058823529411,molWeight,negCharge/Volume,nof_Fragments
400,0.7058823529411765,0.7647058823529411,molWeight,C_sp3,negCharge/Volume
422,0.7941176470588235,0.7647058823529411,molWeight,negCharge/Volume,nof_PO4
423,0.7352941176470589,0.7647058823529411,molWeight,negCharge/Volume,nof_SO3H
1421,0.6470588235294118,0.7647058823529411,molLogS,nof_Chirals,negCharge/Volume
424,0.7647058823529411,0.7647058823529411,molWeight,negCharge/Volume,nof_SH
375,0.7352941176470589,0.7647058823529411,molWeight,C_R1,C_sp3
2309,0.7647058823529411,0.7647058823529411,molArea,posCharge/Volume,nof_SO3H
2262,0.7058823529411765,0.7647058823529411,molArea,C_R2,nof_PO4
1646,0.5882352941176471,0.7647058823529411,molLogS,negCharge/Volume,nof_OH
2258,0.7941176470588235,0.7647058823529411,molArea,C_R2,posCharge/Volume
360,0.7058823529411765,0.7647058823529411,molWeight,C_R2,C_R1
673,0.6764705882352942,0.7647058823529411,molVolume,nof_HBD,nof_negCharge
1228,0.6470588235294118,0.7647058823529411,molLogP,C_R0,C_sp3
2260,0.6764705882352942,0.7647058823529411,molArea,C_R2,nof_RotB
1645,0.6470588235294118,0.7647058823529411,molLogS,negCharge/Volume,nof_COOH
1647,0.6470588235294118,0.7647058823529411,molLogS,negCharge/Volume,nof_acetyl
364,0.7647058823529411,0.7647058823529411,molWeight,C_R2,negCharge/Volume
2155,0.7058823529411765,0.7647058823529411,molArea,molCharge_total,C_R2
3827,0.6764705882352942,0.7647058823529411,nof_Rings,Complexity,posCharge/Volume
1445,0.7647058823529411,0.7647058823529411,molLogS,nof_HBA,nof_Fragments
410,0.8235294117647058,0.7647058823529411,molWeight,posCharge/Volume,negCharge/Volume
2236,0.7647058823529411,0.7647058823529411,molArea,nof_negCharge,nof_NH2
471,0.7058823529411765,0.7647058823529411,molVolume,molLogP,nof_HBA
3832,0.7352941176470589,0.7647058823529411,nof_Rings,Complexity,nof_SO3H
3833,0.7058823529411765,0.7647058823529411,nof_Rings,Complexity,nof_SH
441,0.7647058823529411,0.7647058823529411,molWeight,nof_Fragments,nof_COOH
1229,0.7352941176470589,0.7647058823529411,molLogP,C_R0,posCharge/Volume
442,0.6764705882352942,0.7647058823529411,molWeight,nof_Fragments,nof_OH
443,0.7058823529411765,0.7647058823529411,molWeight,nof_Fragments,nof_acetyl
1583,0.7647058823529411,0.7647058823529411,molLogS,C_R2,negCharge/Volume
1629,0.7352941176470589,0.7647058823529411,molLogS,posCharge/Volume,negCharge/Volume
2817,0.7352941176470589,0.7647058823529411,nof_Atoms,a_heavy,C_R1
3837,0.6176470588235294,0.7647058823529411,nof_Rings,Complexity,nof_acetyl
2257,0.6470588235294118,0.7647058823529411,molArea,C_R2,C_sp3
2730,0.7647058823529411,0.7647058823529411,nof_Atoms,molCharge_total,a_heavy
2209,0.7058823529411765,0.7647058823529411,molArea,nof_posCharge,C_R2
2819,0.5882352941176471,0.7647058823529411,nof_Atoms,a_heavy,C_sp3
366,0.7352941176470589,0.7647058823529411,molWeight,C_R2,nof_Fragments
1188,0.7058823529411765,0.7647058823529411,molLogP,a_heavy,C_R0
3904,0.6764705882352942,0.7647058823529411,nof_Rings,C_R1,nof_RotB
2159,0.7647058823529411,0.7647058823529411,molArea,molCharge_total,posCharge/Volume
2060,0.7058823529411765,0.7647058823529411,molArea,nof_Atoms,nof_Chirals
439,0.7352941176470589,0.7647058823529411,molWeight,nof_Fragments,nof_SH
4622,0.7647058823529411,0.7647058823529411,C_R1,posCharge/Volume,nof_PO4
2301,0.6470588235294118,0.7647058823529411,molArea,C_sp3,nof_NH2
3559,0.6176470588235294,0.7647058823529411,nof_HBD,C_R0,nof_SH
3558,0.6470588235294118,0.7647058823529411,nof_HBD,C_R0,nof_SO3H
2358,0.7058823529411765,0.7647058823529411,molArea,nof_COOH,nof_acetyl
2357,0.7647058823529411,0.7647058823529411,molArea,nof_COOH,nof_OH
3557,0.6470588235294118,0.7647058823529411,nof_HBD,C_R0,nof_PO4
2356,0.7352941176470589,0.7647058823529411,molArea,nof_NH2,nof_acetyl
2355,0.6764705882352942,0.7647058823529411,molArea,nof_NH2,nof_OH
2354,0.7941176470588235,0.7647058823529411,molArea,nof_NH2,nof_COOH
4890,0.6470588235294118,0.7647058823529411,nof_RotB,nof_SO3H,nof_NH2
165,0.6764705882352942,0.7647058823529411,molWeight,nof_Atoms,nof_Chirals
1107,0.7647058823529411,0.7647058823529411,molLogP,molCharge_total,nof_RotB
2353,0.7058823529411765,0.7647058823529411,molArea,nof_SH,nof_acetyl
4894,0.6470588235294118,0.7647058823529411,nof_RotB,nof_SH,nof_NH2
2352,0.7352941176470589,0.7647058823529411,molArea,nof_SH,nof_OH
1140,0.7352941176470589,0.7647058823529411,molLogP,Complexity,C_R0
4167,0.7352941176470589,0.7647058823529411,nof_posCharge,a_heavy,nof_Fragments
2351,0.7647058823529411,0.7647058823529411,molArea,nof_SH,nof_COOH
2350,0.6764705882352942,0.7647058823529411,molArea,nof_SH,nof_NH2
3560,0.6176470588235294,0.7647058823529411,nof_HBD,C_R0,nof_NH2
3561,0.6764705882352942,0.7647058823529411,nof_HBD,C_R0,nof_COOH
3562,0.5882352941176471,0.7647058823529411,nof_HBD,C_R0,nof_OH
105,0.7941176470588235,0.7647058823529411,molWeight,molPSA,nof_RotB
4885,0.6470588235294118,0.7647058823529411,nof_RotB,nof_PO4,nof_NH2
1767,0.6764705882352942,0.7647058823529411,molPSA,nof_Chirals,C_R2
2185,0.7647058823529411,0.7647058823529411,molArea,nof_Rings,nof_NH2
3630,0.6470588235294118,0.7647058823529411,molCharge_total,nof_Rings,Complexity
2283,0.7352941176470589,0.7647058823529411,molArea,C_R0,posCharge/Volume
3624,0.6470588235294118,0.7647058823529411,nof_HBD,nof_NH2,nof_COOH
3271,0.6764705882352942,0.7647058823529411,nof_HBA,nof_posCharge,C_R0
1781,0.6176470588235294,0.7647058823529411,molPSA,nof_Chirals,nof_acetyl
2999,0.6764705882352942,0.7647058823529411,nof_Chirals,nof_Rings,Complexity
4191,0.7352941176470589,0.7647058823529411,nof_posCharge,C_R1,posCharge/Volume
2134,0.6764705882352942,0.7647058823529411,molArea,nof_HBD,a_heavy
2290,0.6470588235294118,0.7647058823529411,molArea,C_R0,nof_NH2
296,0.7941176470588235,0.7647058823529411,molWeight,Complexity,a_heavy
4507,0.7647058823529411,0.7647058823529411,C_R2,C_R1,posCharge/Volume
2294,0.6764705882352942,0.7647058823529411,molArea,C_sp3,posCharge/Volume
2359,0.7058823529411765,0.7647058823529411,molArea,nof_OH,nof_acetyl
3563,0.5882352941176471,0.7647058823529411,nof_HBD,C_R0,nof_acetyl
4899,0.5882352941176471,0.7647058823529411,nof_RotB,nof_NH2,nof_OH
4900,0.6470588235294118,0.7647058823529411,nof_RotB,nof_NH2,nof_acetyl
2349,0.7058823529411765,0.7647058823529411,molArea,nof_SO3H,nof_acetyl
