,Random Forest HOO Accuracy,Decision Tree HOO Accuracy,Feature  3,Feature  3,Feature  3
414,0.8235294117647058,0.7058823529411765,molWeight,posCharge/Volume,nof_SO3H
4809,0.8235294117647058,0.6176470588235294,posCharge/Volume,nof_RotB,nof_COOH
3940,0.8235294117647058,0.6470588235294118,nof_Rings,posCharge/Volume,nof_SO3H
2122,0.8235294117647058,0.7058823529411765,molArea,nof_HBA,nof_PO4
79,0.8235294117647058,0.7058823529411765,molWeight,molLogS,nof_Fragments
3829,0.8235294117647058,0.7352941176470589,nof_Rings,Complexity,nof_RotB
2531,0.7941176470588235,0.6176470588235294,PSA/Area,nof_negCharge,nof_RotB
330,0.7941176470588235,0.6764705882352942,molWeight,nof_negCharge,C_R2
2529,0.7941176470588235,0.6470588235294118,PSA/Area,nof_negCharge,posCharge/Volume
303,0.7941176470588235,0.8235294117647058,molWeight,Complexity,nof_RotB
286,0.7941176470588235,0.7941176470588235,molWeight,nof_Rings,nof_Fragments
2487,0.7941176470588235,0.6470588235294118,PSA/Area,nof_Rings,nof_OH
310,0.7941176470588235,0.7941176470588235,molWeight,Complexity,nof_OH
283,0.7941176470588235,0.7352941176470589,molWeight,nof_Rings,posCharge/Volume
2474,0.7941176470588235,0.6764705882352942,PSA/Area,nof_Rings,C_R2
1381,0.7941176470588235,0.6470588235294118,molLogS,PSA/Area,nof_COOH
2473,0.7941176470588235,0.6470588235294118,PSA/Area,nof_Rings,a_heavy
2504,0.7941176470588235,0.6470588235294118,PSA/Area,Complexity,nof_COOH
298,0.7941176470588235,0.7941176470588235,molWeight,Complexity,C_R1
502,0.7941176470588235,0.6176470588235294,molVolume,molLogS,nof_Rings
2050,0.7941176470588235,0.7058823529411765,molArea,PSA/Area,negCharge/Volume
297,0.7941176470588235,0.7941176470588235,molWeight,Complexity,C_R2
2049,0.7941176470588235,0.7058823529411765,molArea,PSA/Area,posCharge/Volume
296,0.7941176470588235,0.7647058823529411,molWeight,Complexity,a_heavy
4109,0.7941176470588235,0.6470588235294118,Complexity,nof_RotB,nof_PO4
503,0.7941176470588235,0.7058823529411765,molVolume,molLogS,Complexity
2478,0.7941176470588235,0.6470588235294118,PSA/Area,nof_Rings,posCharge/Volume
1397,0.7941176470588235,0.6470588235294118,molLogS,nof_Atoms,posCharge/Volume
2524,0.7941176470588235,0.6470588235294118,PSA/Area,nof_negCharge,a_heavy
291,0.7941176470588235,0.7058823529411765,molWeight,nof_Rings,nof_COOH
2054,0.7941176470588235,0.7058823529411765,molArea,PSA/Area,nof_SO3H
4110,0.7941176470588235,0.6470588235294118,Complexity,nof_RotB,nof_SO3H
769,0.7941176470588235,0.6470588235294118,molVolume,nof_negCharge,posCharge/Volume
630,0.7941176470588235,0.5882352941176471,molVolume,nof_Chirals,nof_negCharge
3766,0.7941176470588235,0.5294117647058824,molCharge_total,posCharge/Volume,nof_RotB
745,0.7941176470588235,0.7941176470588235,molVolume,Complexity,nof_OH
3847,0.7941176470588235,0.5882352941176471,nof_Rings,nof_posCharge,nof_Fragments
426,0.7941176470588235,0.7647058823529411,molWeight,negCharge/Volume,nof_COOH
665,0.7941176470588235,0.7058823529411765,molVolume,nof_HBA,nof_NH2
2032,0.7941176470588235,0.5588235294117647,molPSA,nof_COOH,nof_OH
422,0.7941176470588235,0.7647058823529411,molWeight,negCharge/Volume,nof_PO4
2038,0.7941176470588235,0.7058823529411765,molArea,PSA/Area,nof_HBD
416,0.7941176470588235,0.7058823529411765,molWeight,posCharge/Volume,nof_NH2
662,0.7941176470588235,0.7058823529411765,molVolume,nof_HBA,nof_PO4
3937,0.7941176470588235,0.7058823529411765,nof_Rings,posCharge/Volume,nof_RotB
432,0.7941176470588235,0.7058823529411765,molWeight,nof_RotB,nof_SH
477,0.7941176470588235,0.6764705882352942,molVolume,molLogP,nof_negCharge
3939,0.7941176470588235,0.6470588235294118,nof_Rings,posCharge/Volume,nof_PO4
660,0.7941176470588235,0.6764705882352942,molVolume,nof_HBA,nof_RotB
3946,0.7941176470588235,0.7647058823529411,nof_Rings,negCharge/Volume,nof_RotB
1514,0.7941176470588235,0.7941176470588235,molLogS,Complexity,nof_negCharge
1515,0.7941176470588235,0.7647058823529411,molLogS,Complexity,a_heavy
3963,0.7941176470588235,0.5882352941176471,nof_Rings,nof_Fragments,nof_PO4
3871,0.7941176470588235,0.7058823529411765,nof_Rings,a_heavy,C_R2
3875,0.7941176470588235,0.7352941176470589,nof_Rings,a_heavy,posCharge/Volume
658,0.7941176470588235,0.6764705882352942,molVolume,nof_HBA,posCharge/Volume
447,0.7941176470588235,0.7058823529411765,molWeight,nof_PO4,nof_COOH
3881,0.7941176470588235,0.7058823529411765,nof_Rings,a_heavy,nof_SH
670,0.7941176470588235,0.7352941176470589,molVolume,nof_HBD,nof_Rings
457,0.7941176470588235,0.7058823529411765,molWeight,nof_SH,nof_OH
453,0.7941176470588235,0.7058823529411765,molWeight,nof_SO3H,nof_OH
452,0.7941176470588235,0.7058823529411765,molWeight,nof_SO3H,nof_COOH
450,0.7941176470588235,0.7058823529411765,molWeight,nof_SO3H,nof_SH
448,0.7941176470588235,0.7058823529411765,molWeight,nof_PO4,nof_OH
445,0.7941176470588235,0.7058823529411765,molWeight,nof_PO4,nof_SH
435,0.7941176470588235,0.7058823529411765,molWeight,nof_RotB,nof_OH
444,0.7941176470588235,0.7058823529411765,molWeight,nof_PO4,nof_SO3H
679,0.7941176470588235,0.6764705882352942,molVolume,nof_HBD,posCharge/Volume
1921,0.7941176470588235,0.7058823529411765,molPSA,a_heavy,nof_RotB
3914,0.7941176470588235,0.6470588235294118,nof_Rings,C_R0,posCharge/Volume
438,0.7941176470588235,0.7647058823529411,molWeight,nof_Fragments,nof_SO3H
437,0.7941176470588235,0.7647058823529411,molWeight,nof_Fragments,nof_PO4
2629,0.7941176470588235,0.6470588235294118,PSA/Area,nof_RotB,nof_COOH
2043,0.7941176470588235,0.7058823529411765,molArea,PSA/Area,nof_negCharge
3964,0.7941176470588235,0.5882352941176471,nof_Rings,nof_Fragments,nof_SO3H
338,0.7941176470588235,0.6764705882352942,molWeight,nof_negCharge,nof_PO4
352,0.7941176470588235,0.7058823529411765,molWeight,a_heavy,nof_Fragments
736,0.7941176470588235,0.7941176470588235,molVolume,Complexity,posCharge/Volume
4026,0.7941176470588235,0.7058823529411765,Complexity,a_heavy,C_R0
737,0.7941176470588235,0.7941176470588235,molVolume,Complexity,negCharge/Volume
358,0.7941176470588235,0.7058823529411765,molWeight,a_heavy,nof_OH
357,0.7941176470588235,0.6764705882352942,molWeight,a_heavy,nof_COOH
355,0.7941176470588235,0.7058823529411765,molWeight,a_heavy,nof_SH
353,0.7941176470588235,0.7058823529411765,molWeight,a_heavy,nof_PO4
350,0.7941176470588235,0.7352941176470589,molWeight,a_heavy,negCharge/Volume
654,0.7941176470588235,0.7058823529411765,molVolume,nof_HBA,C_R2
349,0.7941176470588235,0.7058823529411765,molWeight,a_heavy,posCharge/Volume
740,0.7941176470588235,0.7941176470588235,molVolume,Complexity,nof_PO4
741,0.7941176470588235,0.7941176470588235,molVolume,Complexity,nof_SO3H
742,0.7941176470588235,0.7941176470588235,molVolume,Complexity,nof_SH
4030,0.7941176470588235,0.7647058823529411,Complexity,a_heavy,nof_RotB
340,0.7941176470588235,0.6764705882352942,molWeight,nof_negCharge,nof_SH
339,0.7941176470588235,0.6764705882352942,molWeight,nof_negCharge,nof_SO3H
491,0.7941176470588235,0.6470588235294118,molVolume,molLogP,nof_COOH
367,0.7941176470588235,0.7058823529411765,molWeight,C_R2,nof_PO4
3965,0.7941176470588235,0.5882352941176471,nof_Rings,nof_Fragments,nof_SH
724,0.7941176470588235,0.6764705882352942,molVolume,nof_Rings,nof_SH
2537,0.7941176470588235,0.6470588235294118,PSA/Area,nof_negCharge,nof_COOH
718,0.7941176470588235,0.6764705882352942,molVolume,nof_Rings,posCharge/Volume
719,0.7941176470588235,0.6764705882352942,molVolume,nof_Rings,negCharge/Volume
3790,0.7941176470588235,0.5588235294117647,molCharge_total,nof_RotB,nof_OH
721,0.7941176470588235,0.6470588235294118,molVolume,nof_Rings,nof_Fragments
722,0.7941176470588235,0.7058823529411765,molVolume,nof_Rings,nof_PO4
723,0.7941176470588235,0.6764705882352942,molVolume,nof_Rings,nof_SO3H
3999,0.7941176470588235,0.6470588235294118,Complexity,nof_posCharge,nof_RotB
368,0.7941176470588235,0.7058823529411765,molWeight,C_R2,nof_SO3H
726,0.7941176470588235,0.7058823529411765,molVolume,nof_Rings,nof_COOH
4015,0.7941176470588235,0.6470588235294118,Complexity,nof_negCharge,nof_RotB
2536,0.7941176470588235,0.6470588235294118,PSA/Area,nof_negCharge,nof_NH2
2467,0.7941176470588235,0.6470588235294118,PSA/Area,molCharge_total,nof_COOH
1439,0.7941176470588235,0.7058823529411765,molLogS,nof_HBA,C_R1
372,0.7941176470588235,0.7058823529411765,molWeight,C_R2,nof_OH
369,0.7941176470588235,0.7058823529411765,molWeight,C_R2,nof_SH
281,0.7941176470588235,0.6764705882352942,molWeight,nof_Rings,C_R0
3880,0.7941176470588235,0.7058823529411765,nof_Rings,a_heavy,nof_SO3H
279,0.7941176470588235,0.7058823529411765,molWeight,nof_Rings,C_R2
103,0.7941176470588235,0.7058823529411765,molWeight,molPSA,posCharge/Volume
2235,0.7941176470588235,0.7058823529411765,molArea,nof_negCharge,nof_SH
2234,0.7941176470588235,0.7058823529411765,molArea,nof_negCharge,nof_SO3H
111,0.7941176470588235,0.7058823529411765,molWeight,molPSA,nof_COOH
2233,0.7941176470588235,0.7058823529411765,molArea,nof_negCharge,nof_PO4
552,0.7941176470588235,0.6470588235294118,molVolume,molArea,nof_HBA
105,0.7941176470588235,0.7647058823529411,molWeight,molPSA,nof_RotB
104,0.7941176470588235,0.6470588235294118,molWeight,molPSA,negCharge/Volume
1825,0.7941176470588235,0.5588235294117647,molPSA,molCharge_total,nof_Rings
119,0.7941176470588235,0.7058823529411765,molWeight,molArea,molCharge_total
95,0.7941176470588235,0.7941176470588235,molWeight,molPSA,Complexity
4740,0.7941176470588235,0.38235294117647056,C_sp3,posCharge/Volume,negCharge/Volume
93,0.7941176470588235,0.7058823529411765,molWeight,molPSA,molCharge_total
556,0.7941176470588235,0.8529411764705882,molVolume,molArea,Complexity
3246,0.7941176470588235,0.6470588235294118,nof_HBA,nof_Rings,nof_COOH
88,0.7941176470588235,0.6764705882352942,molWeight,molPSA,PSA/Area
4795,0.7941176470588235,0.6470588235294118,posCharge/Volume,negCharge/Volume,nof_RotB
115,0.7941176470588235,0.7352941176470589,molWeight,molArea,nof_Atoms
2121,0.7941176470588235,0.7058823529411765,molArea,nof_HBA,nof_Fragments
159,0.7941176470588235,0.6764705882352942,molWeight,PSA/Area,nof_SO3H
1836,0.7941176470588235,0.7058823529411765,molPSA,molCharge_total,nof_RotB
157,0.7941176470588235,0.6764705882352942,molWeight,PSA/Area,nof_Fragments
2266,0.7941176470588235,0.7647058823529411,molArea,C_R2,nof_COOH
2258,0.7941176470588235,0.7647058823529411,molArea,C_R2,posCharge/Volume
2115,0.7941176470588235,0.7058823529411765,molArea,nof_HBA,C_R1
150,0.7941176470588235,0.6764705882352942,molWeight,PSA/Area,C_R2
3311,0.7941176470588235,0.6176470588235294,nof_HBA,a_heavy,nof_NH2
145,0.7941176470588235,0.6764705882352942,molWeight,PSA/Area,nof_Rings
140,0.7941176470588235,0.6764705882352942,molWeight,PSA/Area,nof_Atoms
3284,0.7941176470588235,0.6764705882352942,nof_HBA,nof_negCharge,a_heavy
3302,0.7941176470588235,0.6176470588235294,nof_HBA,a_heavy,C_R0
2116,0.7941176470588235,0.6764705882352942,molArea,nof_HBA,C_R0
133,0.7941176470588235,0.7058823529411765,molWeight,molArea,nof_PO4
3297,0.7941176470588235,0.5294117647058824,nof_HBA,nof_negCharge,nof_COOH
2118,0.7941176470588235,0.6470588235294118,molArea,nof_HBA,posCharge/Volume
126,0.7941176470588235,0.7352941176470589,molWeight,molArea,C_R1
124,0.7941176470588235,0.7058823529411765,molWeight,molArea,a_heavy
2124,0.7941176470588235,0.7058823529411765,molArea,nof_HBA,nof_SH
897,0.7941176470588235,0.6764705882352942,molVolume,nof_COOH,nof_OH
3240,0.7941176470588235,0.7058823529411765,nof_HBA,nof_Rings,nof_RotB
3112,0.7941176470588235,0.7352941176470589,nof_Chirals,C_R0,posCharge/Volume
28,0.7941176470588235,0.6470588235294118,molWeight,molVolume,nof_OH
27,0.7941176470588235,0.6764705882352942,molWeight,molVolume,nof_COOH
26,0.7941176470588235,0.6764705882352942,molWeight,molVolume,nof_NH2
21,0.7941176470588235,0.6764705882352942,molWeight,molVolume,nof_RotB
20,0.7941176470588235,0.7058823529411765,molWeight,molVolume,negCharge/Volume
2151,0.7941176470588235,0.8529411764705882,molArea,molCharge_total,Complexity
17,0.7941176470588235,0.6176470588235294,molWeight,molVolume,C_R0
12,0.7941176470588235,0.6470588235294118,molWeight,molVolume,nof_posCharge
73,0.7941176470588235,0.5588235294117647,molWeight,molLogS,C_R1
11,0.7941176470588235,0.7941176470588235,molWeight,molVolume,Complexity
10,0.7941176470588235,0.6764705882352942,molWeight,molVolume,nof_Rings
9,0.7941176470588235,0.6470588235294118,molWeight,molVolume,molCharge_total
8,0.7941176470588235,0.7941176470588235,molWeight,molVolume,nof_HBD
1707,0.7941176470588235,0.7352941176470589,molPSA,molArea,nof_COOH
6,0.7941176470588235,0.7058823529411765,molWeight,molVolume,nof_Chirals
5,0.7941176470588235,0.7352941176470589,molWeight,molVolume,nof_Atoms
4957,0.7941176470588235,0.8235294117647058,nof_NH2,nof_COOH,nof_acetyl
1769,0.7941176470588235,0.6176470588235294,molPSA,nof_Chirals,C_R0
1217,0.7941176470588235,0.7352941176470589,molLogP,C_R1,posCharge/Volume
2179,0.7941176470588235,0.6764705882352942,molArea,nof_Rings,negCharge/Volume
2199,0.7941176470588235,0.8529411764705882,molArea,Complexity,nof_Fragments
2198,0.7941176470588235,0.8529411764705882,molArea,Complexity,nof_RotB
67,0.7941176470588235,0.6470588235294118,molWeight,molLogS,nof_Rings
1259,0.7941176470588235,0.7352941176470589,molLogP,posCharge/Volume,nof_OH
2197,0.7941176470588235,0.8529411764705882,molArea,Complexity,negCharge/Volume
4842,0.7941176470588235,0.7058823529411765,negCharge/Volume,nof_RotB,nof_SO3H
2193,0.7941176470588235,0.8529411764705882,molArea,Complexity,C_R1
2189,0.7941176470588235,0.8529411764705882,molArea,Complexity,nof_posCharge
2127,0.7941176470588235,0.7352941176470589,molArea,nof_HBA,nof_OH
